age,wc,edu,ms,occ,rel,race,sex,hpw,waob,incc
38,1,21,1,16,1,5,1,50,5,2
10,1,18,5,19,14,5,1,48,1,1
11,1,12,1,18,1,4,1,44,3,1
35,1,21,1,24,2,5,1,40,1,1
2,1,18,5,6,18,5,2,10,1,1
21,1,18,5,18,1,5,2,42,1,1
37,1,16,1,23,1,2,1,40,4,1
43,2,24,1,7,2,5,1,40,5,2
40,5,19,1,18,1,5,1,40,1,2
12,2,21,1,7,1,5,2,40,1,1
10,1,21,5,15,13,5,2,40,1,1
3,3,19,5,23,18,5,2,20,1,1
24,1,20,1,9,2,5,1,40,1,1
26,1,23,1,14,1,5,1,50,1,2
58,2,20,1,25,2,5,1,8,1,1
25,1,21,5,24,1,5,1,40,1,2
49,2,21,5,4,14,5,1,60,1,2
63,4,20,1,7,2,3,2,50,1,1
18,1,16,1,2,2,5,2,25,1,1
30,1,17,1,19,2,5,1,35,3,1
31,1,12,1,11,1,5,2,35,3,1
42,1,18,1,19,1,5,1,45,1,1
37,3,21,1,7,2,4,1,40,3,2
43,1,19,1,23,2,5,2,40,1,2
23,5,20,1,18,10,5,1,40,1,1
29,1,12,3,22,14,5,1,45,1,1
2,1,15,5,2,3,5,2,3,1,1
50,3,18,1,20,1,5,1,18,1,1
49,1,18,1,18,2,5,2,40,1,1
44,4,22,1,7,2,5,2,50,1,2
13,1,19,1,5,13,2,1,20,1,1
20,1,18,1,15,3,5,2,38,1,1
24,4,22,1,7,1,5,2,20,1,1
14,1,19,4,19,1,5,1,35,1,1
34,7,21,5,12,1,5,2,40,1,2
42,1,18,1,20,1,3,1,40,1,1
41,1,16,1,19,2,5,2,45,1,1
22,1,18,1,13,1,5,2,35,1,1
37,1,21,1,18,1,5,2,48,1,2
33,1,22,1,16,1,5,1,55,5,2
44,1,21,5,25,3,5,1,60,1,1
22,1,10,1,11,18,4,1,40,3,1
28,7,23,1,15,1,5,2,45,1,2
15,1,21,5,22,1,5,1,40,1,2
43,1,19,3,18,1,4,2,40,2,2
44,3,16,3,18,1,3,2,40,1,1
34,1,21,1,16,1,5,1,50,1,2
48,3,19,1,16,2,5,1,40,1,1
31,1,24,1,15,2,2,2,40,4,2
8,5,19,5,17,13,5,1,40,1,2
54,2,19,1,2,1,5,1,30,1,1
45,2,16,1,20,2,5,2,10,1,1
14,1,22,5,19,3,5,2,32,1,1
31,2,16,1,6,1,5,2,25,1,1
16,4,20,5,18,14,5,2,40,1,1
40,1,21,1,15,2,5,2,30,1,1
5,5,16,5,17,18,5,2,40,1,1
43,3,19,3,21,1,5,2,40,1,2
48,2,21,1,7,2,5,2,5,3,1
24,5,23,1,16,2,5,1,50,1,2
9,1,21,5,9,1,5,2,40,1,1
3,1,16,1,18,10,5,1,25,3,1
36,1,13,1,16,1,5,1,45,1,1
37,1,16,1,6,1,5,2,35,1,1
45,1,16,1,21,1,5,1,24,1,1
29,3,22,1,7,1,3,2,45,1,2
17,1,21,1,18,1,4,2,60,1,2
50,1,19,1,16,2,5,1,40,1,2
28,5,22,1,3,1,5,1,40,1,2
36,1,20,1,25,2,5,1,60,1,2
12,1,22,1,15,2,5,2,50,1,2
50,7,21,5,23,1,5,1,20,1,1
46,2,23,1,15,1,5,1,40,1,2
23,1,20,3,18,1,5,2,25,1,1
31,3,23,1,18,2,5,1,45,2,2
32,1,20,5,25,1,3,2,40,1,1
31,1,21,1,23,1,5,1,45,1,1
28,1,16,1,6,2,5,2,32,1,1
43,1,21,1,23,1,2,1,60,4,2
1,2,16,3,16,1,5,1,40,1,2
40,1,13,1,6,2,5,2,18,1,1
4,1,19,5,18,18,5,2,20,1,1
39,1,21,1,16,1,5,1,40,1,2
27,1,21,1,25,1,5,2,15,1,2
37,1,20,1,15,2,5,2,32,1,1
42,1,16,3,20,14,5,1,40,1,1
36,4,19,1,7,1,4,2,35,1,1
12,1,19,5,25,14,3,1,60,1,1
20,1,8,5,2,1,5,1,40,2,1
34,2,20,1,15,1,5,2,44,1,2
36,1,21,1,19,1,5,1,42,1,2
1,1,12,5,2,3,5,2,40,1,1
1,1,13,5,23,3,3,2,18,1,1
13,1,13,1,6,2,1,1,8,1,1
33,1,19,1,16,1,4,2,32,1,1
12,1,11,5,25,3,5,1,40,1,1
39,1,16,3,25,1,4,2,42,1,2
33,1,16,1,19,1,5,1,40,1,1
12,1,22,5,16,14,5,1,40,1,2
32,1,18,3,18,1,5,2,43,1,1
42,4,22,3,16,1,5,2,40,1,2
49,3,20,1,7,2,5,2,30,3,1
7,3,21,5,18,3,2,1,30,1,1
39,7,16,1,23,2,5,1,40,1,1
3,2,18,5,18,18,5,2,8,1,1
26,1,19,1,18,1,3,1,40,1,1
23,1,16,1,5,16,4,1,40,3,1
33,1,19,3,5,1,5,1,40,1,1
23,2,20,5,13,18,5,1,36,1,1
41,1,20,3,20,1,5,2,40,5,1
36,4,24,1,7,2,3,1,40,1,2
48,5,20,5,18,1,1,2,40,1,1
29,1,16,3,18,1,5,2,50,1,1
4,1,16,5,23,14,5,1,25,1,1
30,2,24,5,4,18,5,1,72,3,1
41,1,9,1,11,2,4,2,40,3,1
27,1,17,1,18,1,5,2,44,3,2
47,3,22,1,7,1,3,1,40,1,2
9,5,18,1,22,1,4,1,45,1,1
30,1,19,1,25,2,5,1,50,1,2
34,4,21,5,7,1,1,2,40,1,1
33,1,16,1,19,2,5,1,50,1,2
20,1,14,1,19,1,5,2,35,1,1
48,1,21,5,15,1,5,2,36,1,2
31,6,21,5,20,1,5,2,20,1,1
21,5,23,1,18,2,5,1,45,1,2
54,1,16,5,20,1,5,2,16,1,1
17,1,18,1,18,2,5,2,40,1,1
8,1,19,5,21,3,5,1,40,1,1
24,1,15,4,11,1,5,1,25,1,1
12,2,18,5,6,3,5,1,35,1,1
31,7,23,1,15,1,3,2,40,6,2
8,2,20,5,13,1,5,2,36,1,1
10,2,18,5,25,1,2,1,40,1,1
28,1,21,5,12,3,5,1,40,1,2
45,1,15,1,6,7,4,1,30,3,1
14,1,16,5,6,11,5,1,30,1,1
12,4,16,5,20,1,3,2,36,1,1
2,1,16,1,6,4,5,2,10,1,1
19,4,19,5,7,1,1,2,20,1,1
5,1,16,5,23,5,1,1,32,1,1
4,1,17,5,13,3,5,2,20,1,1
50,1,18,1,18,2,5,2,40,1,1
44,1,15,1,19,11,5,1,40,3,1
9,1,19,5,5,1,5,1,50,1,2
26,1,22,1,18,1,2,2,15,4,1
45,6,21,5,9,3,5,1,10,1,1
5,1,19,5,6,3,2,2,42,1,1
34,3,19,1,18,2,3,1,40,1,1
21,1,21,1,7,1,5,2,6,1,1
18,2,21,5,18,3,5,1,40,1,1
38,7,22,3,9,1,5,1,60,1,1
36,7,20,4,20,1,5,2,60,1,1
13,1,21,1,18,2,5,2,50,1,1
40,2,19,1,19,1,5,1,40,1,2
44,1,20,3,15,1,4,2,40,2,1
11,1,21,5,7,8,5,2,44,1,1
62,4,19,1,18,11,5,2,30,1,1
36,3,22,1,7,2,5,1,37,1,1
15,1,21,5,23,3,2,2,40,1,2
40,3,16,5,21,3,5,1,35,1,2
41,3,21,1,24,1,5,1,40,1,2
29,4,22,5,4,1,3,2,40,1,1
24,4,21,1,7,2,5,2,40,1,1
21,5,22,5,12,1,3,2,50,6,2
51,1,24,3,14,1,5,1,50,1,1
33,1,20,1,13,1,5,2,40,1,1
28,1,18,1,4,2,5,1,50,1,1
41,1,11,2,19,1,5,2,40,5,1
35,2,21,1,16,1,5,1,40,1,2
42,7,21,1,12,2,5,2,45,1,1
44,2,21,1,4,2,5,2,25,1,1
13,1,21,5,23,3,5,2,40,1,2
20,1,19,5,18,1,3,2,20,1,1
38,1,16,1,19,1,3,1,40,1,1
14,1,19,3,9,1,3,1,30,1,1
18,4,19,1,21,1,5,1,40,1,2
50,3,16,1,4,2,5,1,40,1,1
28,1,15,5,19,18,2,1,30,4,1
34,5,20,3,17,1,5,1,45,1,1
33,1,20,1,15,2,5,2,40,1,2
22,2,22,1,9,1,5,1,40,1,2
45,2,19,1,19,2,5,1,23,1,1
2,2,18,5,7,18,5,2,14,1,1
39,1,16,1,18,1,5,2,45,1,1
50,3,16,2,18,1,5,2,3,1,1
47,1,21,1,16,2,5,1,50,1,2
35,1,16,5,19,14,5,1,40,1,2
9,1,21,1,15,2,2,2,40,1,1
38,3,21,1,15,1,5,2,35,1,2
17,1,16,5,25,1,5,1,36,1,2
7,5,16,5,17,18,5,1,80,1,1
2,1,16,5,7,4,5,2,40,1,1
17,1,15,1,25,2,5,1,40,3,1
44,1,21,1,18,1,3,1,45,1,2
8,1,19,5,23,3,5,1,32,1,1
24,1,16,1,25,2,3,2,39,3,1
15,1,20,5,1,1,5,1,55,1,1
5,1,19,5,18,1,4,1,45,1,1
43,1,21,1,21,2,5,1,32,1,1
38,1,15,1,1,1,5,2,45,1,2
31,1,21,3,18,1,5,2,50,1,2
41,1,16,1,18,2,5,2,40,1,1
38,7,23,1,14,1,5,1,55,1,2
12,1,16,1,18,1,5,2,40,1,1
26,1,16,1,3,2,5,1,30,1,2
10,1,13,5,2,3,5,1,40,1,1
41,1,16,1,20,1,5,2,22,1,1
35,1,16,1,20,2,5,2,20,4,1
12,1,18,1,16,2,5,1,40,1,1
24,7,22,1,3,1,5,2,30,1,2
18,7,21,1,16,1,5,1,45,1,1
37,3,22,1,7,2,5,2,50,1,2
23,7,16,1,2,2,5,1,40,1,1
6,1,19,5,6,3,5,1,32,1,1
43,3,22,5,25,1,5,1,40,1,2
11,1,20,1,15,1,5,2,32,1,2
35,1,18,3,2,17,5,2,50,1,1
23,1,15,1,25,2,5,1,35,1,1
54,1,21,1,23,1,5,1,50,1,1
37,2,22,1,16,1,5,2,65,1,2
19,4,16,1,18,1,1,2,40,1,1
24,3,22,1,7,1,5,2,35,1,2
30,1,17,1,25,1,5,1,5,1,1
35,1,1,3,22,1,2,1,40,4,1
9,1,18,5,6,8,5,2,30,3,1
24,1,16,3,19,3,5,1,40,1,1
52,2,22,1,15,1,4,2,20,1,1
40,1,18,1,6,1,5,2,40,1,2
44,4,18,1,18,1,5,2,40,1,1
37,1,20,1,12,2,5,2,20,1,1
46,1,6,4,11,1,5,2,35,3,1
3,1,16,5,18,3,5,2,30,1,1
6,4,20,5,18,3,2,2,20,1,1
43,2,16,1,20,1,5,2,40,1,1
32,2,18,1,18,2,5,2,39,1,1
5,1,16,1,3,2,5,2,20,1,1
5,1,18,5,6,3,4,1,35,1,1
11,1,21,1,18,10,3,2,40,1,1
30,5,19,1,25,1,1,1,40,1,1
22,3,20,1,21,1,3,1,40,1,2
35,4,21,1,23,1,5,1,40,1,2
48,2,16,1,13,2,5,2,20,1,1
1,1,14,5,6,3,5,1,20,1,1
39,1,19,1,18,1,5,2,40,1,1
17,1,19,5,18,6,5,2,37,1,1
34,1,16,1,23,2,2,2,72,4,1
33,1,16,1,2,1,5,2,32,7,1
36,1,21,1,8,2,5,1,40,1,2
22,3,20,1,21,2,5,1,40,1,1
40,1,16,1,25,1,5,1,44,1,1
15,1,21,5,18,3,3,2,40,1,1
21,4,21,1,9,1,5,2,30,1,2
15,1,16,1,18,1,5,1,35,1,1
18,1,17,1,23,6,5,2,40,1,2
23,1,21,1,15,2,5,1,48,1,2
11,1,21,5,12,1,5,1,45,1,2
28,4,21,1,16,1,5,1,40,1,2
5,1,16,5,11,3,1,1,50,1,1
44,1,19,1,25,1,5,1,40,1,2
8,1,21,5,1,8,5,1,40,1,1
11,1,21,1,8,2,5,1,45,1,1
8,1,20,5,23,1,4,2,20,2,1
10,1,17,5,5,1,5,1,40,1,2
31,1,22,1,3,2,5,1,42,5,1
4,1,19,5,6,5,5,1,10,1,1
63,1,16,1,19,1,5,1,40,1,2
49,1,21,1,19,1,5,1,60,1,2
41,7,19,1,4,2,5,2,6,1,1
16,1,16,1,16,10,4,1,40,1,2
26,1,19,5,5,1,5,1,32,1,1
13,1,19,1,15,2,5,2,30,1,1
36,2,21,1,18,2,5,2,15,7,1
33,5,22,2,4,1,5,2,40,5,1
18,4,20,4,15,11,4,2,45,1,2
6,1,19,5,16,13,5,2,40,1,1
2,2,19,5,16,3,5,2,30,1,1
28,1,20,1,19,1,5,1,55,1,1
38,1,17,3,18,1,5,2,40,1,1
31,1,21,3,12,1,3,2,40,1,2
28,1,16,1,5,2,5,1,30,1,1
12,1,16,1,25,1,4,1,45,3,1
20,1,20,1,16,2,3,1,60,1,2
4,4,19,5,7,18,5,1,15,1,1
39,1,17,1,20,1,5,1,40,1,2
5,1,19,5,25,3,5,1,20,1,1
34,7,20,1,7,2,5,2,25,1,1
45,2,24,1,7,2,4,2,40,4,2
33,1,22,5,3,1,5,2,50,1,2
34,5,17,1,18,1,2,1,40,4,2
39,2,24,1,7,1,5,1,40,3,2
25,1,17,1,19,2,5,1,42,1,1
3,1,19,5,20,18,5,1,12,1,1
23,1,21,5,15,14,5,1,40,1,2
38,1,22,1,16,2,5,1,55,1,2
33,3,21,1,18,1,2,2,24,4,1
17,1,16,5,25,3,5,1,40,1,1
20,1,21,1,2,3,3,1,30,1,1
28,1,16,5,19,1,5,1,40,1,1
18,1,22,5,18,1,5,1,40,1,2
37,3,16,1,7,2,5,2,37,1,1
21,3,22,1,7,2,5,1,40,1,2
5,1,19,5,6,3,5,2,32,1,1
7,2,21,1,7,18,5,2,65,1,1
3,3,19,5,9,18,5,2,25,1,1
27,1,15,5,13,3,3,2,30,1,1
51,1,22,1,23,2,5,1,32,1,1
41,1,14,1,19,2,3,1,40,1,1
40,1,18,1,22,1,2,1,40,4,2
41,1,21,3,13,1,5,2,40,1,1
34,7,21,1,16,2,5,1,72,1,2
9,3,21,5,22,1,5,1,40,1,1
29,3,16,1,5,2,5,1,40,1,1
36,1,17,1,5,2,5,1,35,1,1
44,1,22,1,8,1,5,1,50,1,2
21,1,16,1,19,2,5,2,25,5,1
41,1,15,1,19,2,5,1,40,1,1
18,1,18,5,13,3,5,2,40,1,1
34,4,20,1,24,1,5,1,56,1,2
44,1,20,1,19,2,5,2,40,1,1
15,2,21,1,12,1,5,2,38,5,1
48,1,19,3,2,1,3,2,40,3,1
38,1,17,3,6,1,5,2,30,1,1
1,1,14,5,23,17,5,1,8,1,1
18,1,21,3,11,1,5,2,48,1,1
35,3,22,1,7,2,5,2,24,1,1
28,3,19,1,6,1,5,2,32,1,1
48,1,21,1,12,1,5,1,25,1,1
40,1,18,2,8,1,5,1,45,1,2
41,1,22,1,16,2,5,1,60,1,2
54,2,15,1,18,1,3,1,12,1,1
49,1,22,1,23,1,5,2,28,1,1
4,1,12,5,25,3,5,1,18,1,1
14,1,16,1,11,2,4,2,30,3,1
19,2,20,5,15,1,5,2,16,1,1
36,1,21,1,18,1,5,1,40,1,1
54,1,16,3,23,1,5,2,10,1,1
27,1,18,5,19,1,5,1,40,1,1
12,1,16,5,23,16,3,2,35,3,1
32,1,22,1,16,2,5,1,40,1,1
16,1,16,1,19,2,5,1,40,1,1
34,1,21,5,18,1,5,1,40,1,1
17,2,22,1,18,1,5,2,40,1,1
11,1,13,5,19,1,5,1,40,1,1
18,1,15,1,16,2,3,2,40,1,2
20,4,19,5,2,17,5,1,30,1,1
27,1,22,1,16,2,5,1,45,1,2
44,1,16,5,15,1,3,1,40,1,2
30,1,16,1,20,2,5,2,27,4,1
37,1,21,1,16,1,5,1,50,1,2
69,1,21,1,2,2,5,1,18,1,1
49,5,16,5,18,14,4,1,40,1,2
27,1,19,3,18,3,5,2,40,1,2
21,1,23,1,23,2,5,1,60,1,2
25,1,16,1,16,1,5,1,45,1,2
40,1,21,1,7,2,5,2,8,3,1
7,1,21,5,8,13,5,1,50,1,2
30,1,21,1,13,2,3,2,20,6,1
26,1,16,5,25,1,3,1,70,1,1
18,1,20,1,19,1,5,1,44,1,2
41,3,16,1,5,1,4,1,40,3,2
48,4,22,1,7,2,5,2,40,1,1
12,1,17,1,18,2,5,1,40,2,1
30,1,21,1,23,1,5,2,40,1,2
30,1,16,5,6,14,4,1,40,3,1
29,1,16,1,5,2,5,1,40,1,2
7,1,16,5,23,14,5,2,28,1,1
38,7,16,1,18,1,5,1,60,1,1
32,4,19,1,18,16,3,2,37,1,1
49,2,22,1,4,2,5,2,24,1,1
16,2,13,1,19,10,4,1,40,1,1
13,1,21,5,4,1,3,2,65,1,1
32,1,16,1,23,2,5,2,20,1,1
46,1,1,5,19,1,5,2,40,3,1
17,1,16,3,16,1,5,2,40,1,1
32,1,19,3,16,1,5,2,45,1,1
27,3,16,4,8,1,5,2,40,3,1
3,1,18,5,23,3,5,1,60,1,1
48,1,22,1,8,1,5,1,60,1,2
39,5,23,5,15,3,5,2,40,1,2
28,1,19,1,15,1,5,2,45,1,1
43,1,22,1,4,1,3,1,40,6,1
43,1,19,1,18,1,5,1,40,1,2
12,1,16,5,6,1,5,2,40,1,1
4,1,19,5,5,18,5,1,40,1,1
51,2,16,1,18,1,3,2,40,1,1
47,2,24,3,15,1,5,2,40,1,2
38,1,21,3,16,1,5,2,40,3,1
17,1,16,4,23,3,5,2,48,1,1
18,1,12,1,5,2,4,1,40,3,1
35,1,21,5,19,1,5,1,40,1,1
15,1,23,1,16,1,5,2,40,3,2
26,2,16,1,23,1,5,2,39,1,1
59,7,14,1,16,2,5,1,35,1,1
12,1,21,5,18,3,5,2,40,1,1
30,1,18,1,18,1,5,2,40,1,1
19,1,8,1,18,1,4,1,40,3,2
25,2,21,1,2,1,5,1,40,1,1
4,1,16,5,23,1,5,2,40,1,1
46,1,17,1,25,1,5,1,20,1,1
13,4,24,5,15,1,2,2,60,1,1
37,1,18,1,8,1,5,2,40,1,1
45,3,19,3,25,1,5,2,30,1,1
30,1,16,5,16,14,2,1,40,4,1
32,1,18,1,25,2,5,1,16,1,1
46,2,12,1,2,1,5,1,40,1,2
18,4,14,3,19,17,4,1,40,1,1
13,1,19,5,6,1,5,1,40,1,1
31,4,19,3,18,1,3,2,21,1,1
6,1,19,5,23,3,5,2,40,3,1
43,4,18,1,15,1,5,2,37,1,1
19,1,16,1,18,2,5,1,36,1,1
12,1,16,5,18,3,5,1,40,1,1
17,1,21,5,8,1,4,1,45,1,2
47,7,22,1,1,2,5,1,30,1,2
53,3,16,1,21,1,5,1,20,1,1
31,4,21,1,16,1,5,1,40,1,2
23,1,22,1,16,1,2,1,40,4,2
29,2,21,1,16,1,5,2,55,1,2
30,1,19,4,23,3,5,1,40,1,1
44,2,22,1,16,1,5,2,40,1,2
30,1,21,1,16,1,5,1,45,7,2
28,1,21,1,18,2,5,2,55,1,2
34,3,19,1,18,1,5,2,40,1,1
31,3,20,1,21,2,5,1,40,1,2
26,1,22,1,8,1,5,1,45,1,2
34,1,12,5,25,13,4,2,30,3,1
32,2,24,1,7,1,5,2,50,1,2
32,1,19,1,22,1,5,1,40,1,2
13,1,16,5,25,3,5,2,45,1,1
40,2,21,1,15,1,2,1,40,1,2
29,1,18,1,18,1,5,2,40,1,2
26,1,20,1,6,2,5,1,45,1,1
42,1,19,1,19,2,5,1,44,1,1
24,4,21,1,16,1,5,2,40,1,2
44,1,20,1,3,2,5,2,40,1,2
33,1,16,4,23,1,5,2,55,1,1
22,1,12,5,6,1,5,2,35,3,1
43,1,22,1,23,1,5,2,40,1,1
63,2,1,2,16,1,2,1,50,4,2
4,1,19,5,22,3,5,1,35,1,1
44,1,19,1,19,2,5,1,40,1,1
30,1,20,1,15,2,5,2,32,1,1
9,1,21,5,23,3,5,1,40,1,1
19,3,19,1,18,1,5,2,40,1,1
16,1,20,3,5,1,5,1,50,1,2
16,1,20,1,15,2,1,2,24,1,1
11,1,21,5,12,13,5,1,50,1,2
14,1,16,5,18,3,4,2,25,1,1
42,4,18,3,7,1,5,2,30,1,1
43,3,22,1,7,1,5,2,40,1,1
59,1,21,1,15,2,5,2,12,1,1
16,3,19,1,21,1,5,1,40,1,1
10,1,21,5,12,1,2,1,50,1,2
18,1,19,1,16,2,4,2,40,1,1
46,2,19,1,25,1,3,1,40,1,1
7,1,21,5,21,3,5,1,19,1,1
50,1,16,1,18,2,5,2,40,1,1
33,1,21,4,23,1,5,2,42,1,2
35,1,16,1,5,2,5,1,40,1,2
23,1,21,1,1,2,5,2,40,2,1
34,1,18,3,23,14,5,1,48,1,2
16,1,16,5,5,3,5,1,45,1,2
9,1,21,5,16,1,5,1,50,1,1
28,1,24,1,14,2,4,1,40,1,2
21,1,22,3,3,1,2,1,40,4,2
10,1,21,5,23,3,5,2,40,1,1
35,1,18,1,3,2,5,2,50,1,2
46,2,18,1,6,1,5,1,32,1,1
37,1,21,1,5,16,3,1,40,1,1
25,1,23,1,14,1,3,1,65,1,2
16,1,20,1,25,1,5,1,50,5,1
2,1,18,5,23,18,5,1,27,1,1
29,1,16,1,18,2,5,2,40,1,1
23,1,1,1,22,3,5,1,40,1,1
25,1,16,3,15,1,5,1,8,1,1
13,1,20,1,10,1,5,1,40,1,2
41,4,19,1,22,1,5,1,37,1,2
19,5,22,5,16,1,5,1,55,1,2
4,1,19,5,2,3,5,1,6,1,1
29,1,16,1,19,2,5,2,40,1,1
35,1,12,5,5,1,5,1,48,1,1
68,1,19,2,18,1,5,2,20,1,1
62,1,11,2,19,1,5,2,40,5,1
14,1,18,5,19,3,2,1,35,1,1
8,1,18,5,23,1,5,1,39,1,1
39,3,23,1,7,2,2,2,50,1,2
35,5,21,3,15,1,3,2,40,1,1
22,1,21,5,16,14,5,1,55,1,1
3,1,18,5,11,3,5,1,30,1,1
14,5,18,1,17,1,5,1,60,1,1
37,3,17,3,5,3,5,1,40,1,1
12,2,20,1,15,2,5,1,36,1,1
42,4,16,1,16,1,5,2,45,1,1
34,1,19,1,19,1,4,1,40,4,2
42,1,15,1,5,1,5,1,40,1,1
12,1,22,5,4,3,5,2,40,1,2
42,7,21,1,16,1,5,1,40,1,2
47,1,21,1,15,2,5,2,25,3,1
7,1,19,5,6,3,2,1,20,4,1
9,2,22,5,7,1,5,1,60,1,1
11,3,22,5,7,1,3,2,40,1,1
9,1,21,5,1,3,5,2,45,1,2
52,1,16,3,18,1,5,2,40,1,1
39,1,16,1,18,2,5,2,40,1,1
34,1,20,1,8,1,5,1,45,1,2
46,1,21,1,23,1,5,1,60,1,2
37,1,19,1,18,2,5,2,40,1,1
18,1,21,1,18,1,5,1,38,3,1
22,6,22,1,3,11,2,1,20,1,1
36,1,21,1,16,1,5,2,60,1,1
31,2,16,1,7,1,5,2,42,1,1
48,1,13,5,2,11,5,2,20,1,1
35,1,21,3,1,14,5,2,40,1,2
43,1,16,5,19,3,5,1,40,1,1
23,1,18,1,16,1,5,1,60,1,2
48,7,22,3,9,1,5,2,40,1,2
1,1,14,5,25,16,5,1,35,1,1
53,1,12,1,19,1,5,2,40,3,1
4,1,10,5,19,3,3,1,40,1,1
21,1,16,1,25,1,5,1,40,3,1
34,3,19,4,18,1,5,2,20,1,1
45,2,21,1,7,2,5,2,25,1,1
33,1,21,1,25,1,5,1,50,1,2
5,1,19,5,6,3,5,1,36,1,1
14,1,19,1,16,2,5,1,50,1,1
50,1,18,1,18,2,5,2,37,1,1
47,1,19,2,18,1,5,2,30,1,1
28,1,20,1,16,1,3,2,30,1,1
9,2,21,5,18,3,5,2,48,1,1
42,4,22,1,7,2,5,2,38,1,2
6,1,21,5,3,3,2,1,40,4,1
38,4,15,1,21,1,3,2,56,6,2
16,1,21,1,15,2,5,2,40,1,1
37,2,18,1,7,1,5,2,16,1,1
25,1,21,1,16,2,5,1,40,1,2
53,1,16,3,18,1,5,2,40,1,1
3,1,16,4,6,8,3,2,15,1,1
34,1,12,3,25,1,5,1,65,1,1
4,1,20,5,23,18,5,1,60,1,1
10,1,21,5,3,1,5,1,45,1,2
35,1,21,1,23,1,4,1,50,1,1
39,1,22,1,16,2,5,2,55,1,2
7,2,20,5,20,14,1,2,30,1,1
26,1,18,3,18,1,5,2,40,1,1
23,1,16,1,25,1,5,1,60,1,1
13,1,21,1,16,1,5,2,40,1,2
14,1,21,1,4,2,5,2,40,1,1
13,4,22,1,8,1,5,2,40,1,1
63,2,13,3,2,1,3,1,45,1,1
3,1,19,5,18,3,5,1,40,1,1
19,4,21,1,24,2,5,1,35,1,2
3,1,16,5,23,3,5,2,25,1,1
3,1,16,5,5,3,5,1,20,1,1
20,1,19,1,23,1,2,1,45,4,2
7,1,21,5,22,3,5,1,25,1,1
6,3,21,1,7,1,5,2,45,1,1
33,1,16,1,18,1,3,2,40,1,1
33,7,21,5,23,13,5,1,50,1,1
34,2,16,1,7,2,5,2,35,1,1
32,1,19,1,18,2,5,2,32,1,1
32,4,21,1,7,1,5,1,55,1,2
44,1,16,1,22,2,5,1,40,1,1
11,1,20,5,22,13,3,1,50,1,1
48,1,22,1,3,1,5,1,46,1,2
38,1,20,1,23,2,5,1,50,1,2
20,1,21,1,9,2,5,1,3,1,1
11,1,21,1,9,2,5,1,40,1,2
6,1,21,5,23,12,5,1,60,1,2
31,1,21,5,18,1,5,2,40,1,1
23,1,14,1,25,1,3,1,25,1,1
23,4,16,1,19,1,3,1,40,1,1
43,1,16,1,22,1,5,1,50,1,2
7,1,20,5,18,14,5,2,40,1,1
45,1,9,5,25,1,5,2,25,3,1
7,2,18,5,13,1,5,2,18,1,1
11,2,20,5,25,1,5,1,50,1,1
11,1,19,3,23,1,5,2,40,3,2
32,1,21,4,16,1,5,1,40,1,2
36,1,21,1,15,2,5,2,40,1,1
34,1,21,1,7,1,5,2,70,1,2
25,3,22,5,7,1,2,2,30,3,2
31,1,16,5,6,3,3,1,40,1,1
52,7,16,1,18,1,5,1,15,1,1
4,1,18,5,21,3,5,2,30,1,1
1,1,14,5,23,3,5,2,6,1,1
40,1,18,1,18,2,3,2,40,1,1
39,1,20,3,23,1,5,2,20,1,1
43,1,16,1,25,1,4,1,42,1,1
45,1,19,1,15,1,5,2,50,1,1
27,7,21,1,16,1,5,1,40,1,1
3,1,19,5,6,1,5,2,15,1,1
42,1,20,3,23,1,5,1,45,1,1
14,7,21,1,9,2,5,2,50,1,2
40,3,16,1,16,2,5,2,33,1,1
4,1,18,5,16,3,5,1,30,1,1
39,2,18,1,18,1,5,2,28,1,1
41,1,16,1,18,1,5,2,20,1,1
32,1,19,1,16,2,5,2,10,1,1
5,1,16,5,6,3,3,1,20,1,1
7,1,16,1,18,1,5,2,45,5,1
5,1,1,5,18,11,2,2,20,4,1
43,1,17,1,13,1,5,2,37,1,1
24,1,20,1,19,1,5,2,40,1,1
9,1,19,5,25,3,3,1,30,1,1
40,1,21,1,7,1,5,2,30,1,1
41,4,22,1,7,2,5,1,40,1,2
10,1,18,5,23,3,5,1,40,1,1
46,1,21,1,15,2,5,2,40,1,2
39,1,16,1,16,2,5,2,55,1,2
39,3,21,1,21,2,5,1,54,1,2
19,2,22,1,15,2,5,2,20,1,1
27,1,16,1,13,2,5,2,50,6,1
6,1,12,1,22,3,5,1,40,1,1
30,1,16,3,6,1,5,2,40,1,1
5,1,19,5,25,3,4,1,22,1,1
25,1,12,5,5,1,5,1,40,3,1
41,1,16,1,22,1,5,1,42,1,1
32,1,19,2,18,1,3,2,40,1,1
39,1,19,1,2,1,5,1,18,1,1
33,1,1,1,11,2,5,1,50,3,1
22,1,16,1,23,2,5,2,40,1,1
24,1,20,3,16,14,5,2,40,1,1
59,2,13,2,6,1,3,2,37,1,1
12,3,20,1,2,2,5,2,19,1,1
33,1,16,1,25,1,5,1,40,1,1
39,2,22,1,9,1,5,2,30,1,1
17,1,21,5,16,1,4,2,50,1,1
18,1,21,5,11,3,2,1,50,4,1
30,1,23,5,14,1,5,1,40,1,2
11,1,20,5,15,1,5,2,23,1,1
12,1,16,5,22,1,5,1,60,1,2
22,1,9,5,16,12,4,2,40,3,2
16,1,19,1,16,2,5,2,40,1,1
